customerID,Contract,tenure,MonthlyCharges,InternetService,churn_probability,risk_tier
8685-WHQPW,Month-to-month,22,74.4,Fiber optic,0.6522845751943226,High
9722-UJOJR,Month-to-month,29,70.75,Fiber optic,0.6520408591672359,High
5630-IXDXV,Month-to-month,47,106.35,Fiber optic,0.6519235762224831,High
8660-BUETV,Month-to-month,3,44.75,DSL,0.6518139999502274,High
6402-ZFPPI,Month-to-month,25,102.8,Fiber optic,0.651654164827299,High
3144-AUDBS,Month-to-month,6,49.15,DSL,0.6515545019432991,High
0963-ZBDRN,Month-to-month,32,96.2,Fiber optic,0.6512520828166664,High
1965-DDBWU,Month-to-month,16,89.05,Fiber optic,0.6512400381337902,High
7979-CORPM,Month-to-month,24,90.55,Fiber optic,0.6511227406184227,High
2037-SGXHH,Month-to-month,38,94.65,Fiber optic,0.6509950565560058,High
3647-GMGDH,Month-to-month,22,94.7,Fiber optic,0.6509207648990882,High
7623-TRNQN,Month-to-month,1,49.9,DSL,0.6496222945079814,High
0537-QYZZN,Month-to-month,24,79.85,Fiber optic,0.649449263829515,High
3859-CVCET,Month-to-month,4,45.65,DSL,0.6491978242697378,High
4918-QLLIW,Month-to-month,3,53.4,DSL,0.6490556074547651,High
9261-WDCAF,Month-to-month,3,54.65,DSL,0.6489989327450352,High
5569-OUICF,Month-to-month,28,101.3,Fiber optic,0.6487127593505894,High
5759-RCVCB,Month-to-month,3,35.2,DSL,0.6480276085551355,High
8019-ENHXU,Month-to-month,42,99.45,Fiber optic,0.6475931717741297,High
5222-IMUKT,Month-to-month,32,91.05,Fiber optic,0.6471820651634675,High
7129-ACFOG,Month-to-month,5,53.8,DSL,0.6471241875433363,High
1608-GMEWB,Month-to-month,45,93.9,Fiber optic,0.6470986032673558,High
9462-MJUAW,Month-to-month,4,50.4,DSL,0.6467405433256407,High
8189-XRIKE,Month-to-month,32,90.95,Fiber optic,0.6467279951178727,High
5981-ITEMU,Month-to-month,40,97.1,Fiber optic,0.6460040347607299,High
0015-UOCOJ,Month-to-month,7,48.2,DSL,0.6459163725023349,High
9667-TKTVZ,Month-to-month,2,54.35,DSL,0.6457725918459947,High
7277-OZCGZ,Month-to-month,22,89.05,Fiber optic,0.6455654988339443,High
0265-PSUAE,Month-to-month,16,100.7,Fiber optic,0.6454352212396945,High
8938-UMKPI,Month-to-month,47,106.4,Fiber optic,0.6452590208465014,High
6692-YQHXC,Month-to-month,16,69.95,Fiber optic,0.6451688730544379,High
5204-QZXPU,Month-to-month,19,39.65,DSL,0.64496534269445,High
8849-AYPTR,Month-to-month,33,91.25,Fiber optic,0.644833918478591,High
4484-GLZOU,Month-to-month,52,105.05,Fiber optic,0.6446672152130296,High
5498-TXHLF,Month-to-month,34,87.45,Fiber optic,0.6444969511915233,High
6923-EFPNL,Month-to-month,4,51.75,DSL,0.6444951764274706,High
7501-VTYLJ,Month-to-month,2,51.55,DSL,0.6443914486279816,High
1636-NTNCO,Month-to-month,4,50.95,DSL,0.6443066290477717,High
3733-LSYCE,Month-to-month,15,75.35,Fiber optic,0.6442543861956747,High
9601-BRXPO,Month-to-month,25,104.95,Fiber optic,0.6438957264824046,High
4128-ETESU,Month-to-month,47,99.7,Fiber optic,0.643655040161378,High
9661-MHUMO,Month-to-month,1,49.25,DSL,0.643618575764309,High
0114-PEGZZ,Month-to-month,33,107.55,Fiber optic,0.6432819313074662,High
5307-DZCVC,Month-to-month,32,85.95,Fiber optic,0.64302803626698,High
7483-IQWIB,Month-to-month,37,92.95,Fiber optic,0.6429101369784352,High
3211-AAPKX,Month-to-month,20,98.55,Fiber optic,0.6428272083693833,High
5016-IBERQ,Month-to-month,23,84.25,Fiber optic,0.6426151550422738,High
7579-OOPEC,Month-to-month,2,50.15,DSL,0.6423359255292251,High
7395-IGJOS,Month-to-month,17,81.5,Fiber optic,0.6422969227722563,High
2391-SOORI,Month-to-month,4,49.35,DSL,0.6422893921758948,High
7851-FLGGQ,Month-to-month,1,44.65,DSL,0.6422517995485941,High
4398-HSCJH,Month-to-month,3,63.6,DSL,0.6420181596699398,High
9564-KCLHR,Month-to-month,1,51.25,DSL,0.6419822748795253,High
6961-VCPMC,Month-to-month,46,80.4,Fiber optic,0.6418543549873729,High
0867-MKZVY,Month-to-month,20,82.4,Fiber optic,0.6417925106972842,High
4471-KXAUH,Month-to-month,42,84.3,Fiber optic,0.6412818437003961,High
5129-JLPIS,Month-to-month,25,105.5,Fiber optic,0.6412234795790094,High
6646-JPPHA,Month-to-month,14,78.85,Fiber optic,0.6408242059940343,High
8565-CLBZW,Month-to-month,24,89.85,Fiber optic,0.64077788560114,High
5207-PLSTK,Month-to-month,1,48.75,DSL,0.6406915318144275,High
0402-CQAJN,Month-to-month,37,101.9,Fiber optic,0.6406784763219673,High
3196-NVXLZ,Month-to-month,25,84.6,Fiber optic,0.6406702752065175,High
6987-XQSJT,Month-to-month,54,79.5,Fiber optic,0.6405799773045975,High
0096-BXERS,Month-to-month,6,50.35,DSL,0.6404977590265268,High
6172-FECYY,Month-to-month,49,84.5,Fiber optic,0.6404864547581096,High
9281-OFDMF,Month-to-month,39,90.7,Fiber optic,0.6401154228699135,High
1689-MRZQR,Month-to-month,34,78.3,Fiber optic,0.6401058669284814,High
5433-KYGHE,Month-to-month,14,86.0,Fiber optic,0.6400883867360899,High
1816-FLZDK,Month-to-month,1,29.15,DSL,0.640039744189498,High
1785-BPHTP,Month-to-month,28,85.45,Fiber optic,0.6399859814615275,High
8563-OYMQY,Month-to-month,17,90.95,Fiber optic,0.6397588430813981,High
1635-FJFCC,Month-to-month,5,44.05,DSL,0.6391531360330689,High
8885-QSQBX,Month-to-month,1,49.55,DSL,0.6389567002468123,High
2683-BPJSO,Month-to-month,29,84.45,Fiber optic,0.6388876153703289,High
6661-HBGWL,Month-to-month,42,104.75,Fiber optic,0.6387058317716982,High
2692-BUCFV,Month-to-month,29,101.45,Fiber optic,0.6385326320470245,High
5119-KEPFY,Month-to-month,36,95.0,Fiber optic,0.6383920172674894,High
4391-RESHN,Month-to-month,23,104.05,Fiber optic,0.6383425776614375,High
5130-IEKQT,Month-to-month,25,105.95,Fiber optic,0.638255739118256,High
2675-DHUTR,Month-to-month,58,98.9,Fiber optic,0.6382516278048823,High
3208-YPIOE,Month-to-month,39,75.25,Fiber optic,0.6381682954640004,High
7758-XKCBS,Month-to-month,15,29.7,DSL,0.6381229249532944,High
3082-VQXNH,Month-to-month,3,29.8,DSL,0.6380147003444875,High
5982-FPVQN,Month-to-month,37,95.15,Fiber optic,0.6379861961863443,High
9526-BIHHD,Month-to-month,1,29.7,DSL,0.637886692725744,High
0430-IHCDJ,Month-to-month,15,49.0,DSL,0.637797640749556,High
5673-TIYIB,Month-to-month,2,40.4,DSL,0.6376593903293167,High
2108-XWMPY,Month-to-month,3,35.45,DSL,0.6374774254342825,High
0311-QYWSS,Month-to-month,6,49.45,DSL,0.6373816538678466,High
6844-DZKRF,Month-to-month,2,50.2,DSL,0.6373798710060861,High
0531-ZZJWQ,Month-to-month,55,74.0,Fiber optic,0.6372772926390007,High
4662-EKDPQ,Month-to-month,2,62.05,DSL,0.6372305319999365,High
7963-GQRMY,Month-to-month,3,44.3,DSL,0.637200553690985,High
5087-SUURX,Month-to-month,18,39.05,DSL,0.6371606432700908,High
5208-HFSBT,Month-to-month,2,55.05,DSL,0.6370950663618788,High
4553-DVPZG,Month-to-month,62,101.35,Fiber optic,0.63676214625454,High
9048-JVYVF,Month-to-month,3,69.35,DSL,0.6365343128440709,High
9944-AEXBM,Month-to-month,32,85.65,Fiber optic,0.6361281844518335,High
0975-VOOVL,Month-to-month,3,29.2,DSL,0.6358032433511261,High
3768-NLUBH,Month-to-month,57,100.6,Fiber optic,0.6357032498345896,High
6180-YBIQI,Month-to-month,5,24.3,DSL,0.6356481632646882,High
3352-ALMCK,Month-to-month,40,102.65,Fiber optic,0.6353623977786178,High
5922-ABDVO,Month-to-month,19,89.65,Fiber optic,0.6351824083563186,High
9526-JAWYF,Month-to-month,26,89.8,Fiber optic,0.6349184116945433,High
3668-QPYBK,Month-to-month,2,53.85,DSL,0.6347640514485025,High
2273-QCKXA,Month-to-month,1,49.05,DSL,0.6345958880963174,High
2181-UAESM,Month-to-month,2,53.45,DSL,0.634079974828257,High
4430-UZIPO,Month-to-month,3,36.85,DSL,0.6340752284829997,High
7126-RBHSD,Month-to-month,17,78.9,Fiber optic,0.6338982549689072,High
4465-VDKIQ,Month-to-month,18,77.8,Fiber optic,0.633879886734825,High
4860-IJUDE,Month-to-month,13,73.75,Fiber optic,0.63347008746914,High
6656-JWRQX,Month-to-month,1,30.55,DSL,0.6333865277664358,High
9512-UIBFX,Month-to-month,18,95.15,Fiber optic,0.6332179545746074,High
8456-QDAVC,Month-to-month,19,78.7,Fiber optic,0.6332038238691265,High
2873-ZLIWT,Month-to-month,40,84.85,Fiber optic,0.6330098965330634,High
8623-TMRBY,Month-to-month,51,84.2,Fiber optic,0.6329621727530225,High
8272-ONJLV,One year,12,95.7,Fiber optic,0.6325899526591037,High
8601-QACRS,Month-to-month,5,50.6,DSL,0.6321187786529383,High
2607-FBDFF,Month-to-month,1,49.0,DSL,0.6317666307480068,High
0581-MDMPW,Month-to-month,24,88.95,Fiber optic,0.6315408692050324,High
2960-NKRSO,Month-to-month,24,85.95,Fiber optic,0.6314083383693478,High
5439-WIKXB,Month-to-month,41,94.55,Fiber optic,0.631343304099363,High
5609-IMCGG,Month-to-month,15,84.35,Fiber optic,0.6310829750260484,High
8614-VGMMV,Month-to-month,15,49.1,DSL,0.6309736377185233,High
7396-VJUZB,Month-to-month,4,45.25,DSL,0.6309680696886304,High
2786-GCDPI,Month-to-month,50,104.95,Fiber optic,0.6307008885827639,High
2227-JRSJX,Month-to-month,21,99.15,Fiber optic,0.6306939071916214,High
2038-LLMLM,Month-to-month,48,103.85,Fiber optic,0.6301400955341201,High
0428-IKYCP,Month-to-month,22,87.0,Fiber optic,0.6300397083911543,High
7181-OQCUT,Month-to-month,21,103.85,Fiber optic,0.6299798368966847,High
8695-WDYEA,Month-to-month,1,51.25,DSL,0.6297033299606046,High
5156-UMKOW,Month-to-month,3,29.65,DSL,0.6296430065719895,High
6402-EJMWF,Month-to-month,4,55.3,DSL,0.6295943321268221,High
7233-DRTRF,Month-to-month,63,102.4,Fiber optic,0.6295359226573242,High
2101-RANCD,Month-to-month,55,73.1,Fiber optic,0.6294819051998065,High
6410-LEFEN,Month-to-month,9,45.15,DSL,0.6294605922677429,High
3312-UUMZW,Month-to-month,32,98.85,Fiber optic,0.6294043644364709,High
4911-BANWH,Month-to-month,31,86.55,Fiber optic,0.6288613042260225,High
9112-WSNPU,Month-to-month,35,70.55,Fiber optic,0.6284401890653987,High
5626-MGTUK,Month-to-month,20,89.1,Fiber optic,0.6284318893285695,High
5999-LCXAO,Month-to-month,1,29.9,DSL,0.6284054390497923,High
2519-FAKOD,Month-to-month,38,99.25,Fiber optic,0.6280841346240631,High
3545-CNWRG,Month-to-month,49,98.35,Fiber optic,0.6280509617353172,High
4248-QPAVC,Month-to-month,17,85.35,Fiber optic,0.628032917003765,High
7878-JGDKK,Month-to-month,4,44.55,DSL,0.6279463991807568,High
8059-UDZFY,Month-to-month,33,105.35,Fiber optic,0.6276137502475024,High
8543-MSDMF,Month-to-month,3,77.4,DSL,0.6274249762178984,High
6030-REHUX,Month-to-month,28,110.85,Fiber optic,0.6273443498575125,High
1343-EHPYB,Month-to-month,63,103.4,Fiber optic,0.6271040906334582,High
3336-JORSO,Month-to-month,33,110.45,Fiber optic,0.6268565208395984,High
5950-AAAGJ,Month-to-month,18,84.3,Fiber optic,0.6267099070835551,High
3569-EDBPQ,Month-to-month,24,84.35,Fiber optic,0.6263161454144385,High
9661-ACXBS,Month-to-month,42,105.2,Fiber optic,0.6260288665273057,High
9898-KZQDZ,Month-to-month,40,94.55,Fiber optic,0.6260285085354996,High
8718-PTMEZ,Month-to-month,13,31.05,DSL,0.6260276437161153,High
5373-SFODM,Month-to-month,36,85.25,Fiber optic,0.6256530287484668,High
4446-BZKHU,Month-to-month,61,105.55,Fiber optic,0.6256408229932479,High
0093-XWZFY,Month-to-month,40,104.5,Fiber optic,0.6256171375322872,High
5522-NYKPB,Month-to-month,25,85.9,Fiber optic,0.625561322302749,High
5515-AKOAJ,Month-to-month,54,100.1,Fiber optic,0.6255051056359948,High
1597-FZREH,Month-to-month,2,76.4,DSL,0.6254319109883537,High
5889-JTMUL,Month-to-month,50,95.05,Fiber optic,0.624982190498121,High
9800-ONTFE,Month-to-month,22,75.8,Fiber optic,0.6249807263672672,High
2495-KZNFB,Month-to-month,33,90.65,Fiber optic,0.6247586081098326,High
0141-YEAYS,Month-to-month,27,86.45,Fiber optic,0.6246302421523064,High
5175-WLYXL,Month-to-month,22,78.85,Fiber optic,0.62456247023959,High
2823-LKABH,Month-to-month,18,95.05,Fiber optic,0.6244165444298575,High
1763-WQFUK,Month-to-month,3,50.5,DSL,0.62427277783296,High
4183-WCSEP,Month-to-month,31,78.45,Fiber optic,0.6242004401715707,High
0599-XNYDO,Month-to-month,20,69.8,Fiber optic,0.6241878358084164,High
0623-IIHUG,Month-to-month,21,41.9,DSL,0.6240428854749177,High
4026-SKKHW,Month-to-month,3,50.25,DSL,0.6236905245417556,High
5356-CSVSQ,Month-to-month,3,64.6,DSL,0.6236401713242317,High
9505-SQFSW,Month-to-month,3,40.3,DSL,0.6234117151454999,High
5828-AVIPD,One year,19,100.95,Fiber optic,0.6229940655196237,High
4550-VBOFE,Month-to-month,70,102.95,Fiber optic,0.6229898551888484,High
6693-FRIRW,Month-to-month,18,101.3,Fiber optic,0.62241520751377,High
1910-FMXJM,Month-to-month,36,80.4,Fiber optic,0.6224080576119208,High
0587-DMGBH,Month-to-month,8,49.85,DSL,0.6223462709314382,High
6227-HWPWX,Month-to-month,15,69.0,Fiber optic,0.6222763246251195,High
3656-TKRVZ,Month-to-month,3,55.35,DSL,0.6222552788335824,High
9576-SYUHJ,Month-to-month,37,91.15,Fiber optic,0.621990814931443,High
9574-RKJIF,Month-to-month,30,94.4,Fiber optic,0.6218184797714308,High
2911-WDXMV,Month-to-month,18,80.55,Fiber optic,0.621799233307598,High
3237-AJGEH,Month-to-month,3,31.0,DSL,0.6217841633438537,High
0585-EGDDA,Month-to-month,40,80.0,Fiber optic,0.6216462259371591,High
2322-VCZHZ,Month-to-month,23,90.0,Fiber optic,0.6216412161183918,High
6439-GTPCA,Month-to-month,45,87.25,Fiber optic,0.6216261745860638,High
9168-INPSZ,Month-to-month,44,104.15,Fiber optic,0.6216083885659799,High
1271-SJBGZ,Month-to-month,12,43.65,DSL,0.6213293900356154,High
2947-DOMLJ,Month-to-month,1,50.6,DSL,0.620916525617446,High
0032-PGELS,Month-to-month,1,30.5,DSL,0.6207727133261205,High
5536-SLHPM,Month-to-month,55,77.75,Fiber optic,0.6207289294722501,High
2378-VTKDH,Month-to-month,65,104.35,Fiber optic,0.6205018438476606,High
5493-SDRDQ,Month-to-month,2,55.1,DSL,0.6202444767947994,High
1845-CSBRZ,Month-to-month,22,85.35,Fiber optic,0.62024412868977,High
7927-AUXBZ,Month-to-month,30,85.15,Fiber optic,0.620073230113767,High
5839-SUYVZ,Month-to-month,16,74.55,Fiber optic,0.6199710746559577,High
5590-YRFJT,Month-to-month,20,24.45,DSL,0.6197509182977746,High
8496-EJAUI,Month-to-month,19,73.85,Fiber optic,0.6197219040913626,High
8404-GFGCZ,Month-to-month,4,65.6,DSL,0.6196521949756927,High
8058-DMYRU,Month-to-month,54,90.05,Fiber optic,0.6192378702210928,High
1818-ESQMW,Month-to-month,27,89.2,Fiber optic,0.6191113382682342,High
1767-TGTKO,Month-to-month,8,45.45,DSL,0.6190879663160479,High
0929-HYQEW,Month-to-month,3,50.15,DSL,0.6187933904870643,High
7246-ZGQDF,Month-to-month,1,54.5,DSL,0.6186090782824107,High
6543-CPZMK,Month-to-month,9,29.95,DSL,0.6184166128416725,High
3096-JRDSO,Month-to-month,27,104.3,Fiber optic,0.6180044939436196,High
0749-IRGQE,Month-to-month,13,45.3,DSL,0.6179548821179943,High
3018-TFTSU,Month-to-month,12,81.7,Fiber optic,0.6179169151322699,High
7964-VEXDG,Month-to-month,21,80.35,Fiber optic,0.6178913415745798,High
3853-LYGAM,Month-to-month,17,95.65,Fiber optic,0.6177968984253961,High
3923-CSIHK,Month-to-month,50,71.05,Fiber optic,0.6177391505444816,High
0601-WZHJF,Month-to-month,14,46.35,DSL,0.6175253381583281,High
3197-ARFOY,Month-to-month,19,105.0,Fiber optic,0.6173157279594703,High
6135-OZQVA,Month-to-month,7,53.65,DSL,0.6172097407593088,High
1871-MOWRM,Month-to-month,12,80.85,Fiber optic,0.6171298175512409,High
8212-CRQXP,Month-to-month,22,80.0,Fiber optic,0.6171129543149344,High
5385-SUIRI,Month-to-month,52,104.2,Fiber optic,0.6170217817405006,High
4958-GZWIY,Month-to-month,7,48.7,DSL,0.6167175070188139,High
8785-CJSHH,Month-to-month,60,99.8,Fiber optic,0.616628004467472,High
4566-QVRRW,Month-to-month,11,44.05,DSL,0.6165236167662623,High
0280-XJGEX,Month-to-month,49,103.7,Fiber optic,0.6165230557715596,High
2474-BRUCM,Month-to-month,40,101.85,Fiber optic,0.6165177025212673,High
5389-FFVKB,Month-to-month,32,80.3,Fiber optic,0.6164742242420786,High
9108-EJFJP,Month-to-month,1,53.55,DSL,0.6163969425674659,High
4013-UBXWQ,Month-to-month,7,74.65,DSL,0.6163472440818342,High
1396-QWFBJ,Month-to-month,21,74.05,Fiber optic,0.6160911850293124,High
8914-RBTSB,Month-to-month,31,93.8,Fiber optic,0.6157539391112736,High
6022-KOUQO,Month-to-month,2,29.05,DSL,0.6156982671729503,High
7580-UGXNC,Month-to-month,2,54.85,DSL,0.6156540226767379,High
7401-RUBNK,Month-to-month,18,74.8,Fiber optic,0.6156180109933129,High
9537-VHDTA,Month-to-month,1,51.2,DSL,0.6155523021448366,High
3415-TAILE,Month-to-month,2,65.7,DSL,0.6151530487257655,High
9003-CPATH,Month-to-month,42,79.9,Fiber optic,0.6150324859917993,High
6284-AHOOQ,Month-to-month,22,90.5,Fiber optic,0.6148420583468555,High
5294-DMSFH,Month-to-month,29,87.8,Fiber optic,0.6148406188709338,High
6240-EURKS,Month-to-month,18,35.0,DSL,0.6148193858889186,High
5649-VUKMC,One year,12,95.5,Fiber optic,0.6146177203070982,High
7504-UWHNB,Month-to-month,25,69.75,Fiber optic,0.6145462009440901,High
0365-GXEZS,Month-to-month,18,78.2,Fiber optic,0.6145349097277365,High
7743-EXURX,Month-to-month,8,51.05,DSL,0.614457965984537,High
3737-XBQDD,Month-to-month,24,84.85,Fiber optic,0.6144492046651933,High
6988-CJEYV,Month-to-month,49,98.7,Fiber optic,0.6141617741533018,High
9644-UMGQA,Month-to-month,6,49.15,DSL,0.6139857725827572,High
9090-SGQXL,Month-to-month,68,105.3,Fiber optic,0.6139798187714692,High
2235-ZGKPT,Month-to-month,4,50.85,DSL,0.6138757308400982,High
1919-RTPQD,Month-to-month,7,44.75,DSL,0.6137091722486044,High
5461-QKNTN,Month-to-month,43,94.3,Fiber optic,0.6133296490631275,High
3669-LVWZB,Month-to-month,5,51.0,DSL,0.6131661631477878,High
1453-RZFON,Month-to-month,1,49.9,DSL,0.612905072009793,High
0407-BDJKB,Month-to-month,60,95.75,Fiber optic,0.6128755357295314,High
6481-ESCNL,Month-to-month,29,100.55,Fiber optic,0.6127129403378256,High
3234-VKACU,Month-to-month,2,70.3,DSL,0.6126560221586366,High
6339-DKLMK,Month-to-month,13,31.65,DSL,0.6125276810458025,High
4690-LLKUA,Month-to-month,17,45.05,DSL,0.6123516534879908,High
8640-SDGKB,Month-to-month,4,74.4,DSL,0.6123152608172345,High
5533-NHFRF,Month-to-month,7,44.4,DSL,0.6121665844836982,High
5392-AKEMH,Month-to-month,12,45.05,DSL,0.6117987943806409,High
2049-BAFNW,Month-to-month,1,35.9,DSL,0.6116244987675311,High
9584-EXCDZ,Month-to-month,17,70.5,Fiber optic,0.6116049805348421,High
7460-ITWWP,Month-to-month,45,86.1,Fiber optic,0.6114649041940061,High
4948-WBBKL,Month-to-month,36,74.9,Fiber optic,0.6109122567626557,High
2141-RRYGO,Month-to-month,4,68.65,DSL,0.6105266928705614,High
8824-RWFXJ,Month-to-month,3,56.15,DSL,0.6105056732927335,High
5071-FBJFS,Month-to-month,4,50.3,DSL,0.610363630836796,High
3577-AMVUX,Month-to-month,1,55.05,DSL,0.6103569967933221,High
8160-HOWOX,Month-to-month,7,66.85,DSL,0.6103516468832502,High
9904-EHEVJ,Month-to-month,32,91.35,Fiber optic,0.610164265288987,High
7881-INRLC,Month-to-month,45,100.85,Fiber optic,0.6100551366650888,High
2675-OTVVJ,Month-to-month,31,89.45,Fiber optic,0.6100409578763687,High
9369-XFEHK,Month-to-month,33,80.6,Fiber optic,0.6098996884148798,High
2476-YGEFM,Month-to-month,29,76.0,Fiber optic,0.6098924291595634,High
6537-QLGEX,Month-to-month,16,38.9,DSL,0.6097041788696935,High
2041-JIJCI,Month-to-month,5,64.0,DSL,0.6096056636094939,High
0410-IPFTY,Month-to-month,31,83.85,Fiber optic,0.6094969535536585,High
2108-YKQTY,Month-to-month,4,50.7,DSL,0.60948977464574,High
9776-CLUJA,Month-to-month,51,77.5,Fiber optic,0.6093794795866169,High
1095-JUDTC,Month-to-month,47,95.05,Fiber optic,0.6093472267857966,High
1472-TNCWL,Month-to-month,36,94.7,Fiber optic,0.6093054868469622,High
7318-EIVKO,Month-to-month,8,59.25,DSL,0.6091119147030679,High
2195-ZRVAX,Month-to-month,47,85.3,Fiber optic,0.6090058865821327,High
2178-PMGCJ,Month-to-month,22,69.7,Fiber optic,0.6089989778954187,High
3945-GFWQL,Month-to-month,12,44.55,DSL,0.6088941459450468,High
6581-NQCBA,Month-to-month,16,49.95,DSL,0.6082307396378249,High
8155-IBNHG,Month-to-month,24,75.4,Fiber optic,0.6079889260037264,High
2974-GGUXS,Month-to-month,36,91.95,Fiber optic,0.6079550717960959,High
7634-WSWDB,Month-to-month,8,38.5,DSL,0.6075034415037254,High
1355-KUSBG,Month-to-month,7,48.8,DSL,0.607345823272214,High
2856-NNASM,Month-to-month,43,89.55,Fiber optic,0.6069861014832649,High
8631-WUXGY,Month-to-month,46,99.8,Fiber optic,0.6069150579606228,High
1456-TWCGB,Month-to-month,4,49.25,DSL,0.6065983394412126,High
4143-HHPMK,Month-to-month,52,85.35,Fiber optic,0.6062716548835566,High
5146-CBVOE,Month-to-month,16,75.1,Fiber optic,0.6062034850264263,High
0324-BRPCJ,Month-to-month,68,100.2,Fiber optic,0.6061063836218247,High
9626-WEQRM,Month-to-month,4,29.15,DSL,0.606075472349475,High
5536-RTPWK,Month-to-month,49,99.05,Fiber optic,0.6060368514368667,High
7916-VCCPB,Month-to-month,16,73.25,Fiber optic,0.6060314819947256,High
7284-BUYEC,Month-to-month,5,50.95,DSL,0.6056645942581166,High
1013-QCWAM,Month-to-month,66,100.8,Fiber optic,0.6053559730671911,High
2921-XWDJH,Month-to-month,38,83.45,Fiber optic,0.605314394219707,High
9971-ZWPBF,Month-to-month,34,108.9,Fiber optic,0.6051071489674521,High
4581-LNWUM,Month-to-month,13,49.15,DSL,0.6050967564913421,High
2277-DJJDL,Month-to-month,60,99.0,Fiber optic,0.6040968178220653,High
4947-DSMXK,Month-to-month,34,97.7,Fiber optic,0.6040056685166737,High
3524-WQDSG,Month-to-month,43,99.3,Fiber optic,0.6039080215698265,High
3943-KDREE,Month-to-month,26,74.95,Fiber optic,0.6033809713232802,High
9286-DOJGF,Month-to-month,38,74.95,Fiber optic,0.6031731611252736,High
1833-TCXKK,Month-to-month,45,107.75,Fiber optic,0.6031674387548928,High
1194-HVAIF,Month-to-month,27,95.0,Fiber optic,0.6030725088700274,High
4238-JSSWH,Month-to-month,35,102.05,Fiber optic,0.6030569119168837,High
6729-GDNGC,Month-to-month,20,80.7,Fiber optic,0.6030093787711807,High
5649-RXQTV,Month-to-month,51,99.0,Fiber optic,0.602807989647317,High
1482-OXZSY,Month-to-month,30,100.4,Fiber optic,0.6027674360568469,High
7682-AZNDK,Month-to-month,34,89.85,Fiber optic,0.602469154627581,High
5707-ORNDZ,Month-to-month,9,54.55,DSL,0.6020851891226532,High
7658-UYUQS,Month-to-month,21,86.55,Fiber optic,0.6015238518688526,High
1928-BXYIV,Month-to-month,1,61.15,DSL,0.6014502233498932,High
1809-DMJHQ,Month-to-month,5,46.0,DSL,0.6013299150549553,High
7730-IUTDZ,Month-to-month,43,75.2,Fiber optic,0.6012984946875072,High
4818-DRBQT,Month-to-month,29,80.15,Fiber optic,0.6012826391556949,High
4897-QSUYC,Month-to-month,1,20.15,No,0.6010195307755659,High
1035-IPQPU,Month-to-month,63,103.5,Fiber optic,0.6008529738354574,High
7567-ECMCM,Month-to-month,24,79.85,Fiber optic,0.6004597950303746,High
0634-SZPQA,Month-to-month,23,90.05,Fiber optic,0.6001336001286165,High
0829-XXPLX,Month-to-month,20,89.4,Fiber optic,0.6000421817848178,High
7752-XUSCI,Month-to-month,60,105.9,Fiber optic,0.599878159818935,Medium
3757-NJYBX,Month-to-month,32,106.35,Fiber optic,0.5997281994489899,Medium
7599-FKVXZ,Month-to-month,42,106.15,Fiber optic,0.5996789337966683,Medium
2606-RMDHZ,Month-to-month,6,30.5,DSL,0.5996069669610904,Medium
1750-CSKKM,Month-to-month,9,55.35,DSL,0.5993248263983051,Medium
0504-HHAPI,Month-to-month,27,88.3,Fiber optic,0.5986117393302633,Medium
3620-MWJNE,Month-to-month,2,54.45,DSL,0.5985955958548209,Medium
8378-LKJAF,Month-to-month,38,101.15,Fiber optic,0.5984084061476465,Medium
6257-RJOHI,Month-to-month,4,50.8,DSL,0.598389514343745,Medium
0178-SZBHO,Month-to-month,47,87.2,Fiber optic,0.5981203729235449,Medium
8728-SKJLR,Month-to-month,41,74.25,Fiber optic,0.5978926124151172,Medium
3351-NGXYI,Month-to-month,16,54.1,DSL,0.5977460638961597,Medium
5419-KLXBN,Month-to-month,25,89.15,Fiber optic,0.5974779184377852,Medium
7839-QRKXN,Month-to-month,1,20.2,No,0.597384440330333,Medium
8384-FZBJK,Month-to-month,57,100.6,Fiber optic,0.5972594501726113,Medium
1891-FZYSA,Month-to-month,69,89.95,Fiber optic,0.5970946504784775,Medium
0804-XBFBV,Month-to-month,11,25.2,DSL,0.5963842792905616,Medium
3426-NIYYL,Month-to-month,15,51.55,DSL,0.5963216146535499,Medium
0111-KLBQG,Month-to-month,32,93.95,Fiber optic,0.5963059961823383,Medium
1575-KRZZE,Month-to-month,4,55.2,DSL,0.5962584265405539,Medium
8800-ZKRFW,Month-to-month,30,107.5,Fiber optic,0.5962439859413643,Medium
3665-JATSN,Month-to-month,19,39.7,DSL,0.5960080021334125,Medium
2811-POVEX,Month-to-month,23,88.45,Fiber optic,0.5959715236082405,Medium
7112-OPOTK,Month-to-month,33,68.25,Fiber optic,0.5958247843256038,Medium
5122-CYFXA,Month-to-month,3,75.3,DSL,0.5957884120081252,Medium
3174-RKMOW,Month-to-month,35,109.95,Fiber optic,0.5957763722967341,Medium
3005-NFMTA,Month-to-month,55,98.8,Fiber optic,0.5955776660855886,Medium
6917-IAYHD,Month-to-month,1,33.6,DSL,0.5955478297982015,Medium
5813-UECBU,Month-to-month,33,83.85,Fiber optic,0.5953608759100643,Medium
5916-QEWPT,Month-to-month,2,69.0,DSL,0.595089572763488,Medium
3055-MJDSB,Month-to-month,9,24.6,DSL,0.5949564436855518,Medium
8645-KWHJO,Month-to-month,14,55.0,DSL,0.5948676191152887,Medium
